"","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_proleg","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","larval5thinstar_forewing","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_forewing","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_antenna","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","embryo3hrs_embryo","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_T1-leg","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","Earlypupa(3-6hafterpupation)_eye","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","larval5thinstar_T1-leg","embryo12hrs_embryo","embryo12hrs_embryo","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","larval5thinstar_horn","embryo12hrs_embryo","embryo12hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo24hrs_embryo","embryo3hrs_embryo","embryo3hrs_embryo"
"CG10584",7.67085957754159,7.93697584071604,7.81917790011684,7.63752394828601,7.12727600987172,7.15097109710699,7.10352018100211,7.41508216209921,8.92389342592899,7.28576728784397,7.30563923339624,7.33998447959079,8.26396073847286,7.69872658662044,7.78401774107753,7.06377643904505,8.73839747201834,8.37560055074658,8.87623318085446,9.0081778301295,9.12861077740366,8.3654103834597,8.50393066756138,8.82740399124099,8.77456742521893,9.6750253996988,9.73507146977028,9.30601555037121,9.32544501861051,8.16810705867064,7.69189032968009,9.52272832941996,9.62142636743038,9.66946557539323,9.56006942426326,7.55699326903382,7.85299813624362,8.76000331320576,7.38333197608706,7.88243393815975,7.75558242365225,9.05011092689034,9.70783661413013
"CG10631",7.95344649918518,7.43958107370419,8.60014039896734,8.39005408252264,8.68019870970993,8.88271906851601,8.81665133084543,8.97554401370172,9.51551904145629,9.84587072507625,9.6400060563064,9.87099333196226,9.95724932716098,8.82086990304157,9.56105947718917,8.2920941739447,10.7490699869187,10.8807356455184,9.54550597166988,10.767633916622,10.9386477097409,9.95233974901788,10.3094791145217,10.3722405728852,10.1157108151331,10.4061132143644,10.3234289728751,10.0996324509942,10.1765893714196,9.12647193162407,8.94064552552193,8.90249073632855,8.85117973739062,8.98882024521745,8.94093537220112,8.62063096556354,8.91446817882802,9.89779569512093,8.47236289307491,8.9090652792663,8.6178010631472,9.38875979670412,9.55101886070712
"CG10654",6.60005849996404,6.65277222040734,6.33485925484649,5.76600363138049,7.50006197485435,7.53862075003212,7.38503245025513,6.83660382819596,6.14655377486235,4.72422673944461,6.87143084169787,7.05811732098699,6.84646332340613,6.26071504915604,6.09176430272373,6.09775078960045,4.52114390542757,3.77328586262907,6.12612717509631,4.50735078885319,5.70840931753585,5.70811309258495,5.49899646843733,5.96799045110375,3.77328586262907,5.1870759108001,5.36772453551935,5.21752116855513,5.06914745609917,7.33616863271033,7.87276933784144,7.29783631165306,6.79656639462493,7.12098898757198,6.96362318506197,8.52908962533399,7.52574428797098,8.36884671838757,8.72933645577256,8.56173832497746,8.42713624306008,6.43673947568795,6.18723425148264
"CG10904",8.75749897671009,9.36464001498161,8.76669262651689,9.21935117244399,7.87575176407328,7.94990055299112,7.97801092181092,8.20367269180834,6.62127024682413,8.81336829244031,9.12558273559057,9.08057264330355,9.06750357663473,9.35196678637015,9.22530008361139,9.47000034166682,10.6944722933205,10.2725139198808,6.59000145847447,10.431884452594,10.6287067058959,9.68550477459411,10.0892722951921,9.79056996388177,9.86731889845825,9.15495492662692,9.43537985727188,8.97786667634825,9.18231222189864,8.98084425750784,8.86981116865148,8.74865512496712,8.82295829349528,8.68014994665581,8.64567328617552,9.10881002472238,9.23195887309755,7.09480670952326,7.85199058064495,7.91825668376558,7.79940561260367,6.54701767269248,6.77703043621805
"CG10949",7.48392030614752,7.23790227790643,7.4417657574621,7.38126249078421,7.0713125352768,7.09418447104926,7.19497530899866,7.1229278951192,6.140594936771,5.41449343567259,4.69025577791136,6.82189378985808,5.28079519923897,6.94498899320923,6.65263014348539,6.67842346065463,7.19057625266501,6.15439376056268,6.23641256832312,6.28554351732855,5.05228209428249,7.34814636565337,7.26880872121045,5.33370682950952,4.57893521622683,6.26352231932581,6.65521544151166,6.92565850621577,6.72204832548069,6.82234989121133,7.06350675003039,7.14618501463547,7.03224555760963,6.8773980569458,7.28631471005567,7.16926963246352,7.17475678620199,6.64975552686064,6.94240619060194,7.01266924275445,6.72155460579575,6.17748978122866,5.81014148510779
"CG10979",7.45010005645858,7.04379871051107,7.52911398539184,6.66000390136508,8.49299022899264,8.54032956620284,8.53387694271059,8.3636647715327,8.19419637310594,5.41201012707466,7.28738162369113,3.77328586262907,7.00653439924766,5.96350440494778,7.56395045906076,6.93229497639534,3.77328586262907,6.02999142468179,8.57376121297405,3.77328586262907,6.65715373073036,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.94599242821706,4.48781632894197,5.51241983889566,5.69774594755275,7.87765759949034,8.09510965228332,7.97900509173378,7.42801094858807,7.9248797049175,8.09361438372344,8.34262751344805,7.80810171762912,7.89687943833835,8.20470375887026,8.03065149766768,8.18818266320013,8.32653222592467,7.8147835934672
"CG11085",4.77933948758799,4.55418501622432,4.97182308979842,4.82000163832506,3.77328586262907,3.77328586262907,4.26600704748975,4.56802981378312,3.87553416076568,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.81868192155975,3.77328586262907,5.05224467731122,3.77328586262907,4.94325262605111,3.91351681768625,3.77328586262907,3.77328586262907,5.48465098651206,5.99608332750355,6.29969332505036,6.10293159054701,5.03863022088763,6.55585867082521,6.79006157190652,6.6801953822684,4.50862290650595,4.44064505535595,9.61532200949394,9.40648294115577,9.63774174694009,9.46803592255072,4.91166013234879,4.0291385426351,5.06430119371046,5.94952638246468,5.41957850374871,5.91209446730037,4.28384914430493,3.86657542034612
"CG11247",4.77073936356869,4.48481785635418,4.79602742397543,4.15916254238342,4.65419276792238,4.99370846435354,4.95669079823861,4.95454222963832,4.50818535170107,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.76672652941725,3.77328586262907,4.98255913046608,3.77328586262907,3.77328586262907,4.97596606802197,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.2862647574592,4.96574866334787,5.74927347360168,5.28285548357447,5.31264081796495,5.13513036910881,4.92789382514143,6.01496964649359,5.3667243524753,5.49809356538009,6.29215698357533,6.09552097137428,6.26305941983507,4.91359934680277,4.71864252070006
"CG11317",10.0576070552454,10.403449916847,9.94061728998872,10.3544599890339,9.35527333789996,9.51860032136786,9.48637742103776,9.53226855931181,10.1674832659865,9.84813631719627,9.97990159481951,10.2815576323827,10.0920216763726,9.93785046627449,9.9228686831281,9.85992540512629,10.5013142049913,10.2062423873161,10.2109489037363,10.6316315529834,10.1452876713383,9.92972605861864,9.92990596083467,10.1314840015859,9.78322037300044,9.96763162521155,9.62597241910226,9.7364475637381,9.65856174185917,9.71302279343499,9.5257164110908,9.67005040108618,9.61754409819539,9.67458529495784,9.77072498650837,9.50390683162499,9.56341858253084,9.37104466884576,9.56445964725438,9.58590392792943,9.74923519390125,10.2232364592033,10.386733484461
"CG11398",10.8436706857927,11.0980311525482,10.8119434502512,11.3423608674435,10.9645120290434,10.9727728330956,10.9051839874514,11.1478583065483,11.6281043391325,10.9472341635163,10.9960329637175,10.9373210031977,10.8162474137692,10.9239346566553,11.0337525594962,11.2457374199415,11.4381776502732,11.4832597070329,11.6886277353488,11.3981620719028,11.4522225858871,11.2338391914005,11.5667428650448,11.0620355136002,11.111550491952,11.4463387425574,11.3563823286938,11.2691748034499,11.1400791473012,11.5748232137207,11.2453982964236,10.7413445268167,10.7515064715029,10.7408421478072,10.6759008601596,11.22675123706,11.1923556818192,11.4954774831069,11.1596688073522,11.2611179896732,11.2078911398601,11.6865555387131,11.7531607723595
"CG11474",3.77328586262907,3.77328586262907,4.72150224163048,4.88154512935937,5.45873488297887,5.09111978789337,5.64794194587108,5.29920175248139,4.82260173599163,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.57969699337825,3.77328586262907,3.77328586262907,5.08622407647893,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.20191287094192,3.77328586262907,3.77328586262907,3.77328586262907,5.01419901971138,4.42268116347446,5.78819991980017,5.75847656943407,4.98298391118905,5.74250350845186,5.64194279317656,5.67097129288432,5.75429386436763,5.95661391356097,5.42648019875831,5.42094253018403,5.91514568763524,6.0958927146741,4.78084832831377,4.8737316320802
"CG11617",6.19523715723952,6.14703996529233,6.17013065264353,5.95494482760728,4.51245181196569,4.45040501790749,4.51438279712556,4.14232000596872,4.0459796121278,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.51259093446927,3.77328586262907,4.57284573350917,6.34540018752206,6.28409792288475,4.24325759728426,6.11071596782131,6.24574338615231,6.68619471100725,5.74135997943917,6.65403803123834,6.60702662736127,4.89064424729558,6.01980240498343,6.02298398365304,5.67341814348414,6.02466917047638,5.27990328355078,8.70815719108372,8.94114175594394,8.76827365455475,8.79939856842352,6.02118180640089,5.56687259678038,5.04955657748673,5.28535626021978,5.38180766268142,5.56678473734848,4.2758785967055,3.77328586262907
"CG12104",9.50090910080008,9.03428499314507,9.49567297663491,8.93762117795076,9.7252568795832,9.68440970376085,9.64550218525813,9.53396393094441,7.98465703218475,8.00695464785868,7.41450968432867,8.53986962537142,7.75843223662202,9.23604422842354,9.44870770405966,8.616853538066,8.25112493335128,8.2654297880721,8.22273831783999,8.7346741044713,8.20817052059064,8.17694835630083,8.63772483946856,8.63597615694934,8.17992918370034,9.67672469903531,9.3936599885703,9.52218337541335,9.56767957602551,8.77451091085282,8.73225772977437,9.54248450740477,9.51413557096416,9.5766509269427,9.43140181273666,9.51296492906477,8.50305959557882,8.96149697459499,9.63695569060962,9.47140431464571,9.64440818400831,7.82241352946177,7.51933719712952
"CG12219",8.26977300593562,8.13495627977675,8.03916945588469,8.14573358153973,8.17225381668937,8.03722425390009,8.18980988243671,8.20606228112298,7.83555678299714,6.14060525992999,7.06456801206053,6.81412020892346,8.10909190812867,7.462775686985,7.68754911341325,7.47576514836391,6.22213728945078,6.34898593811595,8.02268555078432,6.86908283494327,6.42393754039314,6.96168922729995,6.29160504633962,6.27563627586678,6.86558076075171,6.78202001862059,6.75891524806817,6.83494539722107,7.31588002193162,7.12661275559513,7.48083147468383,8.33166752255594,8.16700609154136,8.31111803769946,8.35535110151321,7.62897729768872,7.67393686464054,7.38239207424317,7.89392808274322,7.75939915568464,7.63551500409615,7.7249169411303,7.49808259507293
"CG12744",7.60653352300881,7.52610956510762,7.71929782270161,7.9615463767846,8.51592750597661,8.69820898517159,8.63260434799549,8.52666441438645,8.95499391308632,7.09449014581033,6.74193471330219,7.77705917419146,7.13013281539576,7.98421046427357,7.39557292748571,7.96312013527446,7.69666052802397,7.63303755426068,9.04784148254651,7.94880940801264,7.69288140010895,7.25600992114757,7.69772521637487,7.09678172740296,7.67601503736729,7.82503558660879,7.96379204655272,7.87170484091717,7.79090279804441,8.34954829698697,8.54130650664583,7.43896552236504,7.51212434286769,7.19886608000186,7.49124414626361,8.56699825083717,8.33952258199258,8.82529047657605,8.73757317539287,8.70728317196428,8.77479704705024,8.99627269037433,8.94004992797371
"CG12769",6.38652676107689,6.34886343372598,5.71393131234647,5.67013713938381,7.70079732979214,7.95914455815269,7.73498191878543,7.03212621510185,6.62259095997072,3.77328586262907,3.77328586262907,5.62052824882096,3.77328586262907,5.0202733287944,5.48028482040658,4.89257549578281,3.77328586262907,4.64574339891882,6.79128899655296,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,5.14392973501922,5.32117980833826,4.86222334746639,4.885673783836,5.74691673156568,6.20839647071246,6.53645629063354,6.23623458344988,6.58130602630858,6.52283925434052,6.40890022993837,6.08672076688244,5.87533380494238,5.97149916593953,5.81333524387639,5.78388551297949,6.4505533350932,6.33165985269121
"CG12942",6.51761077512905,6.90386010084086,6.57339434524819,7.01753678174566,6.35340329876272,6.25054692345729,6.16579518360291,6.14589665912961,6.14343542387872,7.25124831035143,7.73835421892174,6.70017604864602,6.79034346623459,6.50716688823093,3.77328586262907,7.21069391409983,8.02700192483763,6.97222610000023,5.97932686140756,7.7529203267884,7.11174026532626,7.00190754983962,7.03776213188854,7.72830430065368,6.65766885740671,7.07578708554552,7.52012993355285,7.4026349094946,7.34897321524532,6.39148090410843,6.34178135117637,6.67261504300085,6.77801176842297,6.46365350231036,6.84162358898245,5.76469022965252,6.25974428521354,5.9637334243752,6.30756332059307,6.53973579264037,6.51523084614468,6.47519862917618,6.73177067313341
"CG13151",8.07459270487799,8.18152953938195,8.18590271651015,8.38934642311236,7.42655809608363,7.36284468507363,7.41187743043534,7.53651821944904,6.13253222500123,7.74302479581347,7.56146752374765,7.71316233450909,7.90584539638516,7.86860199990479,8.00334061329552,7.7684629736372,7.44137104505586,7.73511067006847,6.29835599310453,8.50465878255172,7.69565274723332,8.35349870161805,7.84420854825468,8.29975905621563,8.44790402748813,7.95027759914479,8.13132944219825,8.12422219980955,8.19514336669954,8.62457816305753,7.95359889054362,8.26621808411832,7.94838628227688,8.13103549250123,8.17935168555866,7.96649406663534,8.13100772327646,7.66814690621391,8.19807715326485,8.23100423588634,8.27091301892901,6.29579428946124,6.09586232163142
"CG13287",4.53450248842001,4.58110441252883,4.86946903720731,4.60266980190498,5.62779578538251,5.95675408087416,5.89348858708829,5.29624004581197,6.63230910115629,3.77328586262907,4.65131869828394,3.77328586262907,3.77328586262907,5.86918007987089,3.77328586262907,5.01275043799151,3.77328586262907,4.6090685342202,6.85963786736297,5.64635999630472,3.77328586262907,5.17745177961435,5.64489608026245,3.77328586262907,3.77328586262907,4.58485422410273,4.73687051148339,4.75860593008649,4.71786819900446,6.5486496275772,6.83009406388867,4.87347491447357,4.84216754326464,5.03592253706,5.02604215731635,7.07286953924133,6.81663759597229,6.50046011279546,6.65070736930864,6.68450604981886,6.65682641442984,6.66261838540945,6.68401626817524
"CG13896",8.2573397230091,7.58499773354418,8.42101619088802,7.88388922437186,8.32818870121296,8.45036909578826,8.22107474961927,8.53089317082503,9.07822035756135,8.74416129081921,8.71903713320242,9.11155892704621,8.91772932950321,8.58835445781006,8.2479307731976,7.50919466339226,9.24177239389355,8.96317734417197,9.20231023494405,8.95565913286803,8.73426869640031,8.93691259648979,8.69069784367506,8.5957997103129,8.99935369790718,8.82880303649492,8.89075791585528,8.52750602663477,8.49381317515963,8.65417078515904,8.56838995892273,8.27118519985673,8.18045546966046,8.21817844529732,8.13821082899874,8.31876978737659,8.30997460634154,8.86989390878166,8.07973744585914,8.28754904828961,8.27503680305966,9.11127402338811,9.04209929659693
"CG14135",3.77328586262907,4.54405180922187,3.77328586262907,4.85912215638544,4.41585797191503,4.84344983324607,3.77328586262907,5.21619263073925,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,6.59246246572293,3.77328586262907,4.58854977306512,5.21143268147739,5.67599541560089,3.77328586262907,3.77328586262907,3.77328586262907,5.66707669912185,6.04177221163271,5.598382628964,5.90483314677764,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,3.77328586262907,4.74756959631867,4.57695687101757,3.77328586262907,4.81079700098342,4.88508481098587,4.52093909973236,4.49970120702875,4.99691863338967
"CG14667",9.12709629789836,9.4814243806145,9.50422950519066,9.41466497215292,9.35928253477538,9.3810334609147,9.41065842535095,9.33496072313998,10.0645920756922,8.77916949441027,8.99392388656955,8.45343699531055,8.38195446557132,9.04338894691159,9.20301451605191,9.0372011076846,10.0642769766959,7.77874720933505,10.0444476053427,9.00260383514537,8.59663492862508,7.72667580085322,8.51654914187098,7.5821424012812,7.73982215308989,8.72372345219549,8.16417547132967,8.64950746303338,8.75220827813333,9.19835099304781,9.39185477641229,8.98117225335603,8.89671328996587,8.99505204168479,9.00207302354783,9.4320288451367,9.18541445635898,9.219867737358,9.56848055637944,9.4058216762141,9.31617919276422,10.0159611825186,10.0214289194264
"CG15011",8.44089359145514,8.48013215502024,8.51197792713447,8.21200779634497,9.53247797151147,9.58523944129003,9.49078196415307,9.65223837322423,10.5088010103599,9.08783603505952,8.24986395361083,8.82941966039814,8.87915396597453,9.05084429651878,9.08705109653657,9.120435421195,8.66136927750807,9.20504147238066,10.513141116944,9.54146466674948,9.28678201182639,9.03579299151884,8.9239590072722,8.96220868987298,8.9684516364181,8.71347956429368,9.00395424728489,8.76211643870771,8.80645010020133,9.53157665488756,9.51629959794554,8.12789317457179,8.08705058256409,8.13548035027851,8.00065977568097,8.78212369686312,9.40538811713459,9.66506145810194,8.52895857782547,8.6792650272443,8.46700741556079,10.4490393875341,10.2627850154545
"CG1529",7.69149435472458,7.38489531505008,7.60309818704237,7.00639186584108,8.22118133349618,8.479849407948,8.12818951009119,8.29247510527228,8.56897831616661,5.21367495870595,6.57941482126628,6.35202834208444,6.46836959991519,7.24980078636775,6.74652439035351,6.30036499793186,5.45139852939705,4.76251678363099,8.67935410862994,5.86488117303922,5.82613473572031,6.24579140721947,6.90630706070652,5.6986539772571,5.81252858818538,6.19418299987542,6.66515627414333,6.50588298297073,6.93774213578108,7.41840039856816,7.88183359231989,8.05043241482021,7.82752181111285,7.97925982493223,8.10517899248296,7.94327724656541,7.58736642722606,7.85491506159664,8.06097934992936,8.01924505799716,8.05570378819079,8.69479764323281,8.24024523525447
